code,flightnum,depicao,arricao,route,aircraft,flightlevel,distance,deptime,arrtime,flighttime,notes,price,flighttype,daysofweek,enabled," week1"," week2"," week3"," week4"
NSV,1018,SBRF,SBFZ,UZ81,E195NSV,360,338.971,10:00," 10:58"," 0.58"," ."," 208"," P"," 0123456"," 1"," "," "," "," "
NSV,1019,SBFZ,SBRF,"EGBOL  KODSO  ILNOT",A320NSV,370,338.971,08:00," 09:10"," 1.1"," ."," 208"," P"," 0123456"," 1"," "," "," "," "
NCS,102,SBGL,SBEG,,B748NCS,320,1539.28,08:00," 11:48"," 3.48"," 75"," 0"," C"," 0123456"," 1"," "," "," "," "
NSV,1020,SBRF,SBFZ,UZ81,A320NSV,360,338.971,10:00," 10:58"," 0.58"," ."," 208"," P"," 0123456"," 1"," "," "," "," "
NSV,1021,SBFZ,SBRF,"EGBOL  KODSO  ILNOT",B738NSV,370,338.971,08:00," 09:10"," 1.1"," ."," 208"," P"," 0123456"," 1"," "," "," "," "
NSV,1022,SBRF,SBFZ,UZ81,B738NSV,360,338.971,10:00," 10:58"," 0.58"," ."," 208"," P"," 0123456"," 1"," "," "," "," "
NSV,1023,SBFZ,SBRF,"EGBOL  KODSO  ILNOT",E195NSV,370,338.971,08:00," 09:10"," 1.1"," ."," 208"," P"," 0123456"," 1"," "," "," "," "
NSV,1024,SBRF,SBFZ,UZ81,B738NSV,360,338.971,10:00," 10:58"," 0.58"," ."," 208"," P"," 0123456"," 1"," "," "," "," "
NSV,1025,SBFZ,SBSV,"PROST UZ19 MOSMU",A320NSV,340,549.065,08:00," 09:30"," 1.3"," ."," 209"," P"," 0123456"," 1"," "," "," "," "
NSV,1026,SBSV,SBFZ,UZ17,A320NSV,330,549.065,10:00," 11:01"," 1.01"," ."," 209"," P"," 0123456"," 1"," "," "," "," "
NSV,1027,SBFZ,SBSV,"PROST UZ19 MOSMU",E195NSV,340,549.065,08:00," 09:30"," 1.3"," ."," 209"," P"," 0123456"," 1"," "," "," "," "
NSV,1028,SBSV,SBFZ,UZ17,E195NSV,330,549.065,10:00," 11:01"," 1.01"," ."," 209"," P"," 0123456"," 1"," "," "," "," "
NSV,1029,SBFZ,SBSV,"PROST UZ19 MOSMU",B738NSV,340,549.065,08:00," 09:30"," 1.3"," ."," 209"," P"," 0123456"," 1"," "," "," "," "
NCS,103,SBGL,SBEG,,B748NCS,320,1539.28,08:00," 11:48"," 3.48"," 75"," 0"," C"," 0123456"," 1"," "," "," "," "
NSV,1030,SBSV,SBFZ,UZ17,B738NSV,330,549.065,10:00," 11:01"," 1.01"," ."," 209"," P"," 0123456"," 1"," "," "," "," "
NSV,1031,SBFZ,SBSV,"PROST UZ19 MOSMU",A320NSV,340,549.065,08:00," 09:30"," 1.3"," ."," 209"," P"," 0123456"," 1"," "," "," "," "
NSV,1032,SBSV,SBFZ,UZ17,A320NSV,330,549.065,10:00," 11:01"," 1.01"," ."," 209"," P"," 0123456"," 1"," "," "," "," "
NSV,1033,SBFZ,SBSV,"PROST UZ19 MOSMU",A319NSV,340,549.065,08:00," 09:30"," 1.3"," ."," 209"," P"," 0123456"," 1"," "," "," "," "
NSV,1034,SBSV,SBFZ,UZ17,A319NSV,330,549.065,10:00," 11:01"," 1.01"," ."," 209"," P"," 0123456"," 1"," "," "," "," "
NSV,1035,SBFZ,SBSV,"PROST UZ19 MOSMU",B738NSV,340,549.065,08:00," 09:30"," 1.3"," ."," 209"," P"," 0123456"," 1"," "," "," "," "
NSV,1036,SBSV,SBFZ,UZ17,B738NSV,330,549.065,10:00," 11:01"," 1.01"," ."," 209"," P"," 0123456"," 1"," "," "," "," "
NSV,1037,SBFZ,SBBE,"UZ81 SAVIO",A320NSV,360,614.182,08:00," 09:50"," 1.5"," ."," 155"," P"," 0123456"," 1"," "," "," "," "
NSV,1038,SBBE,SBFZ,"UZ81 JANES  SAVIO UZ81",A320NSV,370,614.182,10:00," 11:30"," 1.3"," ."," 155"," P"," 0123456"," 1"," "," "," "," "
NSV,1039,SBFZ,SBBE,"UZ81 SAVIO",E195NSV,360,614.182,08:00," 09:50"," 1.5"," ."," 155"," P"," 0123456"," 1"," "," "," "," "
NCS,104,SBGL,SBEG,,B748NCS,320,1539.28,08:00," 11:48"," 3.48"," 75"," 0"," C"," 0123456"," 1"," "," "," "," "
NSV,1040,SBBE,SBFZ,"UZ81 JANES  SAVIO UZ81",E195NSV,370,614.182,10:00," 11:30"," 1.3"," ."," 155"," P"," 0123456"," 1"," "," "," "," "
NSV,1041,SBFZ,SBBE,"UZ81 SAVIO",A319NSV,360,614.182,08:00," 09:50"," 1.5"," ."," 155"," P"," 0123456"," 1"," "," "," "," "
NSV,1042,SBBE,SBFZ,"UZ81 JANES  SAVIO UZ81",A319NSV,370,614.182,10:00," 11:30"," 1.3"," ."," 155"," P"," 0123456"," 1"," "," "," "," "
NSV,1043,SBFZ,SBBE,"UZ81 SAVIO",A320NSV,360,614.182,08:00," 09:50"," 1.5"," ."," 155"," P"," 0123456"," 1"," "," "," "," "
NSV,1044,SBBE,SBFZ,"UZ81 JANES  SAVIO UZ81",A320NSV,370,614.182,10:00," 11:30"," 1.3"," ."," 155"," P"," 0123456"," 1"," "," "," "," "
NSV,1045,SBFZ,SBBE,"UZ81 SAVIO",B738NSV,360,614.182,08:00," 09:50"," 1.5"," ."," 155"," P"," 0123456"," 1"," "," "," "," "
NSV,1046,SBBE,SBFZ,"UZ81 JANES  SAVIO UZ81",B738NSV,370,614.182,10:00," 11:30"," 1.3"," ."," 155"," P"," 0123456"," 1"," "," "," "," "
NSV,1047,SBFZ,SBBE,"UZ81 SAVIO",A320NSV,360,614.182,08:00," 09:50"," 1.5"," ."," 155"," P"," 0123456"," 1"," "," "," "," "
NSV,1048,SBBE,SBFZ,"UZ81 JANES  SAVIO UZ81",A320NSV,370,614.182,10:00," 11:30"," 1.3"," ."," 155"," P"," 0123456"," 1"," "," "," "," "
NSV,1049,SBFZ,SBEG,"ESDAB UZ12 VULBU UZ12 ESMED  KULAB",A319NSV,380,1291.78,08:00," 11:15"," 3.15"," ."," 247"," P"," 0123456"," 1"," "," "," "," "
NCS,105,SBGL,SBEG,,B748NCS,320,1539.28,08:00," 11:48"," 3.48"," 75"," 0"," C"," 0123456"," 1"," "," "," "," "
NSV,1050,SBEG,SBFZ,"UZ12 VULBU UZ12",A319NSV,390,1291.78,12:00," 15:21"," 3.21"," ."," 247"," P"," 0123456"," 1"," "," "," "," "
NSV,1051,SBFZ,SBEG,"ESDAB UZ12 VULBU UZ12 ESMED  KULAB",A320NSV,380,1291.78,08:00," 11:15"," 3.15"," ."," 247"," P"," 0123456"," 1"," "," "," "," "
NSV,1052,SBEG,SBFZ,"UZ12 VULBU UZ12",A320NSV,390,1291.78,12:00," 15:21"," 3.21"," ."," 247"," P"," 0123456"," 1"," "," "," "," "
NSV,1053,SBFZ,SBEG,"ESDAB UZ12 VULBU UZ12 ESMED  KULAB",B738NSV,380,1291.78,08:00," 11:15"," 3.15"," ."," 247"," P"," 0123456"," 1"," "," "," "," "
NSV,1054,SBEG,SBFZ,"UZ12 VULBU UZ12",B738NSV,390,1291.78,12:00," 15:21"," 3.21"," ."," 247"," P"," 0123456"," 1"," "," "," "," "
NSV,1055,SBFZ,SBEG,"ESDAB UZ12 VULBU UZ12 ESMED  KULAB",E195NSV,380,1291.78,08:00," 11:15"," 3.15"," ."," 247"," P"," 0123456"," 1"," "," "," "," "
NSV,1056,SBEG,SBFZ,"UZ12 VULBU UZ12",E195NSV,390,1291.78,12:00," 15:21"," 3.21"," ."," 247"," P"," 0123456"," 1"," "," "," "," "
NSV,1057,SBFZ,SBEG,"ESDAB UZ12 VULBU UZ12 ESMED  KULAB",B738NSV,380,1291.78,08:00," 11:15"," 3.15"," ."," 247"," P"," 0123456"," 1"," "," "," "," "
NSV,1058,SBEG,SBFZ,"UZ12 VULBU UZ12",B738NSV,390,1291.78,12:00," 15:21"," 3.21"," ."," 247"," P"," 0123456"," 1"," "," "," "," "
NSV,1059,SBFZ,SBBR,"IRURA  CADET UZ18 KORAN",A319NSV,340,914.467,08:00," 10:25"," 2.25"," ."," 163"," P"," 0123456"," 1"," "," "," "," "
NCS,106,SBGL,SBEG,,B748NCS,320,1539.28,08:00," 11:48"," 3.48"," 75"," 0"," C"," 0123456"," 1"," "," "," "," "
NSV,1060,SBBR,SBFZ,"PEDAL UZ18 KORAN UZ18 FLZ",A319NSV,330,914.467,12:00," 14:08"," 2.08"," ."," 163"," P"," 0123456"," 1"," "," "," "," "
NSV,1061,SBFZ,SBBR,"IRURA  CADET UZ18 KORAN",A320NSV,340,914.467,08:00," 10:25"," 2.25"," ."," 163"," P"," 0123456"," 1"," "," "," "," "
NSV,1062,SBBR,SBFZ,"PEDAL UZ18 KORAN UZ18 FLZ",A320NSV,330,914.467,12:00," 14:08"," 2.08"," ."," 163"," P"," 0123456"," 1"," "," "," "," "
NSV,1063,SBFZ,SBBR,"IRURA  CADET UZ18 KORAN",B738NSV,340,914.467,08:00," 10:25"," 2.25"," ."," 163"," P"," 0123456"," 1"," "," "," "," "
NSV,1064,SBBR,SBFZ,"PEDAL UZ18 KORAN UZ18 FLZ",B738NSV,330,914.467,12:00," 14:08"," 2.08"," ."," 163"," P"," 0123456"," 1"," "," "," "," "
NSV,1065,SBFZ,SBBR,"IRURA  CADET UZ18 KORAN",E195NSV,340,914.467,08:00," 10:25"," 2.25"," ."," 163"," P"," 0123456"," 1"," "," "," "," "
NSV,1066,SBBR,SBFZ,"PEDAL UZ18 KORAN UZ18 FLZ",E195NSV,330,914.467,12:00," 14:08"," 2.08"," ."," 163"," P"," 0123456"," 1"," "," "," "," "
NSV,1067,SBFZ,SBBR,"IRURA  CADET UZ18 KORAN",A320NSV,340,914.467,08:00," 10:25"," 2.25"," ."," 163"," P"," 0123456"," 1"," "," "," "," "
NSV,1068,SBBR,SBFZ,"PEDAL UZ18 KORAN UZ18 FLZ",A320NSV,330,914.467,12:00," 14:08"," 2.08"," ."," 163"," P"," 0123456"," 1"," "," "," "," "
NSV,1069,SBFZ,SBBR,"IRURA  CADET UZ18 KORAN",E195NSV,340,914.467,08:00," 10:25"," 2.25"," ."," 163"," P"," 0123456"," 1"," "," "," "," "
NCS,107,SBGL,SBEG,,B748NCS,320,1539.28,08:00," 11:48"," 3.48"," 75"," 0"," C"," 0123456"," 1"," "," "," "," "
NSV,1070,SBBR,SBFZ,"PEDAL UZ18 KORAN UZ18 FLZ",E195NSV,330,914.467,12:00," 14:08"," 2.08"," ."," 163"," P"," 0123456"," 1"," "," "," "," "
NSV,1071,SBFZ,SBCF,UZ29,A319NSV,360,1004.58,08:00," 10:32"," 2.32"," ."," 158"," P"," 0123456"," 1"," "," "," "," "
NSV,1072,SBCF,SBFZ,"OBGAR UZ61 OBGEL  ABUCU",A319NSV,370,1004.58,11:00," 13:31"," 2.31"," ."," 158"," P"," 0123456"," 1"," "," "," "," "
NSV,1073,SBFZ,SBCF,UZ29,A320NSV,360,1004.58,08:00," 10:32"," 2.32"," ."," 158"," P"," 0123456"," 1"," "," "," "," "
NSV,1074,SBCF,SBFZ,"OBGAR UZ61 OBGEL  ABUCU",A320NSV,370,1004.58,11:00," 13:31"," 2.31"," ."," 158"," P"," 0123456"," 1"," "," "," "," "
NSV,1075,SBFZ,SBCF,UZ29,B738NSV,360,1004.58,08:00," 10:32"," 2.32"," ."," 158"," P"," 0123456"," 1"," "," "," "," "
NSV,1076,SBCF,SBFZ,"OBGAR UZ61 OBGEL  ABUCU",B738NSV,370,1004.58,11:00," 13:31"," 2.31"," ."," 158"," P"," 0123456"," 1"," "," "," "," "
NSV,1077,SBFZ,SBCF,UZ29,B738NSV,360,1004.58,08:00," 10:32"," 2.32"," ."," 158"," P"," 0123456"," 1"," "," "," "," "
NSV,1078,SBCF,SBFZ,"OBGAR UZ61 OBGEL  ABUCU",B738NSV,370,1004.58,11:00," 13:31"," 2.31"," ."," 158"," P"," 0123456"," 1"," "," "," "," "
NSV,1079,SBFZ,SBCF,UZ29,A320NSV,360,1004.58,08:00," 10:32"," 2.32"," ."," 158"," P"," 0123456"," 1"," "," "," "," "
NCS,108,SBGL,SBEG,,B748NCS,320,1539.28,08:00," 11:48"," 3.48"," 75"," 0"," C"," 0123456"," 1"," "," "," "," "
NSV,1080,SBCF,SBFZ,"OBGAR UZ61 OBGEL  ABUCU",A320NSV,370,1004.58,11:00," 13:31"," 2.31"," ."," 158"," P"," 0123456"," 1"," "," "," "," "
NSV,1081,SBFZ,SBCF,UZ29,E195NSV,360,1004.58,08:00," 10:32"," 2.32"," ."," 158"," P"," 0123456"," 1"," "," "," "," "
NSV,1082,SBCF,SBFZ,"OBGAR UZ61 OBGEL  ABUCU",E195NSV,370,1004.58,11:00," 13:31"," 2.31"," ."," 158"," P"," 0123456"," 1"," "," "," "," "
NSV,1083,SBFZ,SBTE,"GUTOI UZ66 TNA",A319NSV,360,268.471,08:00," 08:55"," 0.55"," ."," 203"," P"," 0123456"," 1"," "," "," "," "
NSV,1084,SBTE,SBFZ,"EREJO UZ66 FLZ",A319NSV,330,268.471,09:00," 09:55"," 0.55"," ."," 203"," P"," 0123456"," 1"," "," "," "," "
NSV,1085,SBFZ,SBTE,"GUTOI UZ66 TNA",A320NSV,360,268.471,08:00," 08:55"," 0.55"," ."," 203"," P"," 0123456"," 1"," "," "," "," "
NSV,1086,SBTE,SBFZ,"EREJO UZ66 FLZ",A320NSV,330,268.471,09:00," 09:55"," 0.55"," ."," 203"," P"," 0123456"," 1"," "," "," "," "
NSV,1087,SBFZ,SBTE,"GUTOI UZ66 TNA",B738NSV,360,268.471,08:00," 08:55"," 0.55"," ."," 203"," P"," 0123456"," 1"," "," "," "," "
NSV,1088,SBTE,SBFZ,"EREJO UZ66 FLZ",B738NSV,330,268.471,09:00," 09:55"," 0.55"," ."," 203"," P"," 0123456"," 1"," "," "," "," "
NSV,1089,SBFZ,SBTE,"GUTOI UZ66 TNA",B738NSV,360,268.471,08:00," 08:55"," 0.55"," ."," 203"," P"," 0123456"," 1"," "," "," "," "
NCS,109,SBGL,SBEG,,B748NCS,320,1539.28,08:00," 11:48"," 3.48"," 75"," 0"," C"," 0123456"," 1"," "," "," "," "
NSV,1090,SBTE,SBFZ,"EREJO UZ66 FLZ",B738NSV,330,268.471,09:00," 09:55"," 0.55"," ."," 203"," P"," 0123456"," 1"," "," "," "," "
NSV,1091,SBFZ,SBTE,"GUTOI UZ66 TNA",E195NSV,360,268.471,08:00," 08:55"," 0.55"," ."," 203"," P"," 0123456"," 1"," "," "," "," "
NSV,1092,SBTE,SBFZ,"EREJO UZ66 FLZ",E195NSV,330,268.471,09:00," 09:55"," 0.55"," ."," 203"," P"," 0123456"," 1"," "," "," "," "
NSV,1094,SBCT,SBFZ,"EDVEB UM548 ERODU UZ23 BHZ UZ61 OBGEL  ABUCU",A319NSV,330,1444.62,12:00," 15:20"," 3.2"," ."," 283"," P"," 0123456"," 1"," "," "," "," "
NSV,1095,SBFZ,SBCT,"LOGOX  PUREU UN741 UTPUN UZ13 CTB",A320NSV,340,1444.62,08:00," 11:40"," 3.4"," ."," 283"," P"," 0123456"," 1"," "," "," "," "
NSV,1096,SBCT,SBFZ,"EDVEB UM548 ERODU UZ23 BHZ UZ61 OBGEL  ABUCU",A320NSV,330,1444.62,12:00," 15:20"," 3.2"," ."," 283"," P"," 0123456"," 1"," "," "," "," "
NSV,1097,SBFZ,SBCT,"LOGOX  PUREU UN741 UTPUN UZ13 CTB",B738NSV,340,1444.62,08:00," 11:40"," 3.4"," ."," 283"," P"," 0123456"," 1"," "," "," "," "
NSV,1098,SBCT,SBFZ,"EDVEB UM548 ERODU UZ23 BHZ UZ61 OBGEL  ABUCU",B738NSV,330,1444.62,12:00," 15:20"," 3.2"," ."," 283"," P"," 0123456"," 1"," "," "," "," "
NSV,1099,SBFZ,SBCT,"LOGOX  PUREU UN741 UTPUN UZ13 CTB",B738NSV,340,1444.62,08:00," 11:40"," 3.4"," ."," 283"," P"," 0123456"," 1"," "," "," "," "
NCS,110,SBEG,SBGL,,B748NCS,330,1539.28,12:00," 15:46"," 3.46"," 75"," 0"," C"," 0123456"," 1"," "," "," "," "
NSV,1100,SBCT,SBFZ,"EDVEB UM548 ERODU UZ23 BHZ UZ61 OBGEL  ABUCU",B738NSV,330,1444.62,12:00," 15:20"," 3.2"," ."," 283"," P"," 0123456"," 1"," "," "," "," "
NSV,1101,SBFZ,SBCT,"LOGOX  PUREU UN741 UTPUN UZ13 CTB",E195NSV,340,1444.62,08:00," 11:40"," 3.4"," ."," 283"," P"," 0123456"," 1"," "," "," "," "
NSV,1102,SBCT,SBFZ,"EDVEB UM548 ERODU UZ23 BHZ UZ61 OBGEL  ABUCU",E195NSV,330,1444.62,12:00," 15:20"," 3.2"," ."," 283"," P"," 0123456"," 1"," "," "," "," "
NSV,1103,SBBE,SBEG,UZ81,B738NSV,360,702.227,08:00," 10:07"," 2.07"," ."," 281"," P"," 0123456"," 1"," "," "," "," "
NSV,1104,SBEG,SBBE,"MALPU UZ81 BEL",B738NSV,330,702.227,11:00," 12:50"," 1.5"," ."," 281"," P"," 0123456"," 1"," "," "," "," "
NSV,1105,SBBE,SBEG,UZ81,A320NSV,360,702.227,08:00," 10:07"," 2.07"," ."," 281"," P"," 0123456"," 1"," "," "," "," "
NSV,1106,SBEG,SBBE,"MALPU UZ81 BEL",A320NSV,330,702.227,11:00," 12:50"," 1.5"," ."," 281"," P"," 0123456"," 1"," "," "," "," "
NSV,1107,SBBE,SBEG,UZ81,A319NSV,360,702.227,08:00," 10:07"," 2.07"," ."," 281"," P"," 0123456"," 1"," "," "," "," "
NSV,1108,SBEG,SBBE,"MALPU UZ81 BEL",A319NSV,330,702.227,11:00," 11:50"," 1.5"," ."," 281"," P"," 0123456"," 1"," "," "," "," "
NSV,1109,SBBE,SBEG,UZ81,E195NSV,360,702.227,08:00," 10:07"," 2.07"," ."," 281"," P"," 0123456"," 1"," "," "," "," "
NCS,111,SBEG,SBGL,,B748NCS,330,1539.28,12:00," 15:46"," 3.46"," 75"," 0"," C"," 0123456"," 1"," "," "," "," "
NSV,1110,SBEG,SBBE,"MALPU UZ81 BEL",E195NSV,330,702.227,11:00," 12:50"," 1.5"," ."," 281"," P"," 0123456"," 1"," "," "," "," "
NSV,1111,SBBE,SBEG,UZ81,B738NSV,360,702.227,08:00," 10:07"," 2.07"," ."," 281"," P"," 0123456"," 1"," "," "," "," "
NSV,1112,SBEG,SBBE,"MALPU UZ81 BEL",B738NSV,330,702.227,11:00," 12:50"," 1.5"," ."," 281"," P"," 0123456"," 1"," "," "," "," "
NSV,1113,SBFZ,SBPA,"RODIT UM654 PUREU UN741 UTPUN UZ13 EKUTI",A319NSV,340,1732.02,08:00," 12:20"," 4.2"," ."," 310"," P"," 0123456"," 1"," "," "," "," "
NSV,1114,SBFZ,SBPA,"RODIT UM654 PUREU UN741 UTPUN UZ13 EKUTI",A319NSV,340,1732.02,08:00," 12:20"," 4.2"," ."," 310"," P"," 0123456"," 1"," "," "," "," "
NSV,1115,SBFZ,SBPA,"RODIT UM654 PUREU UN741 UTPUN UZ13 EKUTI",A319NSV,340,1732.02,08:00," 12:20"," 4.2"," ."," 310"," P"," 0123456"," 1"," "," "," "," "
NSV,1116,SBFZ,SBPA,"RODIT UM654 PUREU UN741 UTPUN UZ13 EKUTI",A320NSV,340,1732.02,08:00," 12:20"," 4.2"," ."," 310"," P"," 0123456"," 1"," "," "," "," "
NSV,1117,SBFZ,SBPA,"RODIT UM654 PUREU UN741 UTPUN UZ13 EKUTI",A320NSV,340,1732.02,08:00," 12:20"," 4.2"," ."," 310"," P"," 0123456"," 1"," "," "," "," "
NSV,1118,SBFZ,SBPA,"RODIT UM654 PUREU UN741 UTPUN UZ13 EKUTI",A320NSV,340,1732.02,08:00," 12:20"," 4.2"," ."," 310"," P"," 0123456"," 1"," "," "," "," "
NSV,1119,SBFZ,SBPA,"RODIT UM654 PUREU UN741 UTPUN UZ13 EKUTI",B738NSV,340,1732.02,08:00," 12:20"," 4.2"," ."," 310"," P"," 0123456"," 1"," "," "," "," "
NCS,112,SBEG,SBGL,,B748NCS,330,1539.28,12:00," 15:46"," 3.46"," 75"," 0"," C"," 0123456"," 1"," "," "," "," "
NSV,1120,SBFZ,SBPA,"RODIT UM654 PUREU UN741 UTPUN UZ13 EKUTI",B738NSV,340,1732.02,08:00," 12:20"," 4.2"," ."," 310"," P"," 0123456"," 1"," "," "," "," "
NSV,1121,SBFZ,SBPA,"RODIT UM654 PUREU UN741 UTPUN UZ13 EKUTI",B738NSV,340,1732.02,08:00," 12:20"," 4.2"," ."," 310"," P"," 0123456"," 1"," "," "," "," "
